Sale_MF,TransactionsDebCashless_Card,Count_MF,Client,Sale_MF_1,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card_1,TransactionsDeb_PaymentOrder,Count_CA,Count_SA,Count_MF_1,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Sex,Age,Tenure
1,12,,578,1,0,1,10.883571428571429,0.0,9.992500000000001,1145.6192857142858,1145.6192857142858,2,2,1598.8457142857144,1598.8457142857144,567.8571428571429,603.9885714285714,427.0,19,19,2,12,5,1,,,,,,4781.011071428571,,,,,,F,49,92
1,4,3.0,767,1,0,0,0.6869642857142857,0.0,0.0,1944.0467857142855,1942.9014285714286,5,4,3461.066071428572,1471.1553571428572,0.0,81.72678571428571,313.25,13,11,0,4,5,1,2.0,3.0,,,,0.0,8036.430714285714,424.18642857142856,,,,F,58,9
1,7,,1169,1,1,1,2.4619642857142856,5.170357142857143,46.392857142857146,655.2128571428572,655.2128571428572,2,2,691.8535714285715,691.8535714285715,500.0,189.8892857142857,0.0,9,9,1,7,0,1,,,,,,1824.0400000000002,,,,,,F,6,172
1,14,,1413,1,1,0,1.676607142857143,6.964285714285714,0.0,6.4332142857142856,0.004642857142857143,2,1,143.16892857142858,143.16892857142858,0.0,122.91892857142857,20.25,15,15,0,14,1,1,1.0,,,,,237.29607142857142,56187.43392857142,,,,,M,31,52
1,0,,278,1,0,0,6.1883928571428575,0.0,0.0,267.8614285714286,267.8614285714286,3,3,344.25,344.25,0.0,0.0,240.67857142857142,4,4,0,0,3,2,,,,,,272.3232142857143,,,,,,M,36,56
1,0,,1585,1,0,1,3.410892857142857,0.0,16.547857142857143,178.57928571428573,178.57928571428573,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,,,,,,816.0564285714287,,,,,,F,28,221
1,0,,939,1,0,0,1.5850000000000002,0.0,0.0,171.42964285714285,171.42964285714285,2,2,170.70357142857142,170.70357142857142,0.0,0.0,0.0,2,2,0,0,0,1,,,,,,2181.302142857143,,,,,,M,62,151
1,0,,1338,1,0,0,19.461071428571426,0.0,0.0,0.0010714285714285715,0.0010714285714285715,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,,,,,,150.81964285714284,,,,,,M,42,61
1,0,,323,1,1,0,0.7625000000000001,4.036785714285714,0.0,768.7171428571429,768.7171428571429,6,6,837.0317857142857,837.0317857142857,785.7142857142857,0.0,47.924642857142864,10,10,7,0,2,1,,,,,,3743.776428571429,,,,,,F,38,63
1,0,,905,1,1,1,1.7610714285714286,0.8928571428571429,13.166785714285714,573.8610714285714,573.8610714285714,2,2,634.8453571428571,634.8453571428571,0.0,0.0,631.4525,2,2,0,0,1,1,,,,,,4899.0482142857145,,,,,,M,37,11
1,2,1.0,547,1,0,0,2.1423214285714285,0.0,0.0,528.9292857142857,526.3135714285714,3,2,325.9857142857143,325.9857142857143,0.0,102.09285714285714,222.82142857142858,11,11,0,2,8,1,1.0,1.0,,,,4446.794642857143,1253.6607142857142,33004.46142857143,,,,F,52,31
1,0,20.0,725,1,0,0,2.5944642857142854,0.0,0.0,1156.5575000000001,1156.5575000000001,6,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,,20.0,,,,374.2242857142857,,0.0,,,,F,31,74
1,0,,686,1,1,1,0.6292857142857143,8.392857142857142,18.785714285714285,513.3592857142856,513.3592857142856,3,3,496.73999999999995,496.73999999999995,0.0,0.0,119.21857142857142,7,7,0,0,5,1,,,,,,1146.879642857143,,,,,,M,57,51
1,0,,349,1,0,0,65.70410714285714,0.0,0.0,2.408214285714286,0.0225,2,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0,2,2.0,,,,,247.4267857142857,0.09178571428571428,,,,,M,72,32
1,32,,499,1,0,0,0.5701785714285714,0.0,0.0,485.71535714285716,485.71535714285716,5,5,729.5557142857143,729.5557142857143,35.714285714285715,518.1557142857143,174.43571428571428,37,37,1,32,3,1,,,1.0,,,949.6864285714286,,,97.91107142857143,,,F,53,212
1,20,,777,1,0,1,0.99125,0.0,12.438571428571427,1864.1025000000002,1864.1025000000002,8,8,1372.8700000000001,1372.8700000000001,96.42857142857143,492.6914285714286,780.1785714285714,36,36,3,20,10,1,,,,,,484.5646428571428,,,,,,F,5,22
1,0,,1052,1,1,0,1.5414285714285714,4.286785714285714,0.0,35.714285714285715,35.714285714285715,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,,,,,,1.2785714285714285,,,,,,M,34,150
1,13,,1537,1,0,1,38.43142857142857,0.0,3.892857142857143,149.89857142857142,149.89857142857142,3,3,466.12857142857143,466.12857142857143,121.42857142857143,181.30714285714288,160.71428571428572,19,19,3,13,1,1,,,,,,224.2932142857143,,,,,,M,29,65
1,32,,182,1,0,0,5.793928571428571,0.0,0.0,606.54,606.54,7,7,962.6625,962.6625,225.0,578.8057142857143,158.8567857142857,43,43,8,32,3,1,,,,,,443.98857142857145,,,,,,M,64,187
1,0,,1143,1,0,0,2.0083928571428573,0.0,0.0,847.8353571428571,847.8353571428571,2,2,260.2857142857143,260.2857142857143,0.0,0.0,257.25,7,7,0,0,6,1,,,,,,4577.445000000001,,,,,,M,53,65
1,13,,1273,1,1,0,0.7771428571428572,5.785714285714286,0.0,1258.2060714285712,1258.2060714285712,4,4,921.7364285714285,921.7364285714285,57.142857142857146,194.5107142857143,666.6899999999999,23,23,2,13,7,1,,,,,,165.95000000000002,,,,,,M,47,161
1,0,,1571,1,1,0,3.45375,4.571428571428571,0.0,0.00035714285714285714,0.00035714285714285714,1,1,2.6785714285714284,2.6785714285714284,0.0,0.0,0.0,2,2,0,0,0,1,,,,,,23635.8,,,,,,M,39,211
1,0,,700,1,0,0,40.67785714285714,0.0,0.0,60.71714285714285,60.71714285714285,2,2,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1,1,0,0,0,1,,,,,,345.3353571428571,,,,,,M,34,80
1,0,,890,1,1,0,8.936964285714286,4.25,0.0,1394.6492857142857,1394.6482142857144,5,4,1577.5071428571428,1577.5071428571428,0.0,0.0,1178.5714285714287,4,4,0,0,1,1,1.0,,,,,1024.4442857142856,16727.635357142855,,,,,M,35,22
1,11,,1432,1,0,0,2.260357142857143,0.0,0.0,628.8253571428571,628.8253571428571,5,5,590.4992857142857,590.4992857142857,306.7857142857143,152.00142857142856,125.0,23,23,7,11,3,1,,,,,,273.32785714285717,,,,,,M,35,156
1,20,,287,1,0,0,18.486785714285713,0.0,0.0,541.4475,541.4475,5,5,471.84785714285715,471.84785714285715,0.0,173.45464285714283,296.96464285714285,24,24,0,20,3,1,,,,,,1681.3917857142858,,,,,,M,32,104
1,0,,950,1,0,0,0.6014285714285714,0.0,0.0,218.2932142857143,218.2932142857143,2,2,295.50892857142856,295.50892857142856,0.0,0.0,292.11607142857144,5,5,0,0,4,1,,,,,,41.46035714285715,,,,,,F,26,152
1,8,,167,1,0,0,1.7032142857142856,0.0,0.0,232.86392857142854,232.86392857142854,3,3,170.625,170.625,42.857142857142854,90.73214285714286,37.035714285714285,15,15,3,8,4,1,,,,,,3446.8114285714287,,,,,,M,73,92
1,16,,1484,1,0,1,25.60910714285714,0.0,8.7225,1355.0885714285716,1355.0885714285716,5,5,768.625,768.625,107.14285714285714,302.44642857142856,357.7857142857143,23,23,1,16,5,1,,,,,,0.0,,,,,,M,39,0
1,0,4.0,525,1,1,1,5.942857142857143,2.108214285714286,7.586428571428571,442.7532142857143,442.21964285714284,4,3,881.2857142857143,881.2857142857143,357.14285714285717,0.0,519.75,6,6,1,0,4,1,1.0,4.0,,,,0.3882142857142857,3845.991785714286,31884.509285714284,,,,M,31,54
1,18,,598,1,0,0,0.16357142857142856,0.0,0.0,835.7310714285715,691.8667857142857,14,10,550.9125,485.1660714285714,74.28142857142858,170.6275,95.21428571428571,38,32,4,18,1,2,,,1.0,,,562.2017857142857,,,0.0,,,M,28,123
1,38,,102,1,0,1,2.9580357142857143,0.0,6.9525,4160.701071428572,2840.9796428571426,38,33,4245.904642857143,2803.675714285714,232.14285714285714,786.3367857142857,202.24964285714285,86,58,4,38,6,1,,,1.0,,,48.771071428571425,,,114.14,,,M,20,172
1,1,,1549,1,1,1,0.3682142857142857,2.6792857142857143,133.27535714285713,7446.471428571429,285.80285714285714,10,2,8567.43642857143,8567.338214285714,0.0,84.90964285714286,8477.5,14,9,0,1,6,1,1.0,,,,,1161.5057142857142,57906.44357142857,,,,,M,34,237
1,5,1.0,775,1,0,1,1.9960714285714285,0.0,19.035714285714285,8126.133928571428,3868.279285714286,39,24,8018.566785714285,3906.680714285714,342.85714285714283,203.72678571428574,1166.0475000000001,57,27,2,5,10,2,2.0,1.0,1.0,,1.0,116.17357142857144,3774.253928571429,579084.1078571428,0.0,,277.0864285714286,M,40,151
1,0,,399,1,0,0,0.08750000000000001,0.0,0.0,0.0032142857142857142,0.0032142857142857142,1,1,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1,1,0,0,0,1,,,,,,451.7967857142857,,,,,,M,59,152
1,0,3.0,1396,1,1,0,3.0664285714285713,0.21428571428571427,0.0,410.7314285714286,410.7314285714286,2,2,695.9821428571429,695.9821428571429,457.14285714285717,0.0,235.44642857142858,9,9,3,0,5,1,1.0,3.0,1.0,,,4.704642857142857,26270.410357142857,9335.085714285715,0.0,,,M,56,16
1,0,,1212,1,0,0,2.9992857142857146,0.0,0.0,4107.189642857143,4107.189642857143,3,3,337.7107142857143,337.7107142857143,0.0,0.0,0.0,3,3,0,0,0,1,,,1.0,,,8.087142857142856,,,0.0,,,M,32,198
1,1,12.0,42,1,0,0,15.275714285714287,0.0,0.0,643.1878571428571,643.1878571428571,4,4,546.6428571428571,546.6428571428571,178.57142857142858,68.53571428571429,296.07142857142856,9,9,1,1,6,1,,12.0,,,,875.3714285714286,,0.0,,,,M,23,4
1,0,6.0,1383,1,1,0,10.90982142857143,4.642857142857143,0.0,551.6899999999999,548.4903571428571,3,2,753.5357142857143,753.5357142857143,714.2857142857143,0.0,35.714285714285715,5,5,1,0,2,1,1.0,6.0,,,,199.82107142857143,2582.3292857142856,0.0,,,,M,39,26
1,4,6.0,732,1,0,1,3.0301785714285714,0.0,10.214285714285714,329.63892857142855,328.8971428571429,3,2,450.15714285714284,450.15714285714284,0.0,315.90714285714284,129.71428571428572,9,9,0,4,4,3,1.0,6.0,,,,301.15607142857147,347.4171428571429,49993.39928571428,,,,M,43,63
1,0,,718,1,0,0,8.301785714285714,0.0,0.0,1075.4146428571428,826.0521428571428,13,10,873.9603571428571,826.0521428571428,382.14285714285717,0.0,35.714285714285715,24,15,3,0,1,1,,,1.0,,1.0,273.42857142857144,,,215.49,,1057.9571428571428,F,2,13
1,0,,864,1,0,0,30.697321428571428,0.0,0.0,1095.3032142857144,1095.3032142857144,2,2,787.8928571428571,787.8928571428571,785.7142857142857,0.0,0.0,5,5,3,0,0,1,,,1.0,,,23.49607142857143,,,0.0,,,M,31,26
1,11,,872,1,0,0,3.3466071428571427,0.0,0.0,1967.9007142857142,1967.9007142857142,2,2,1650.6210714285714,1650.6210714285714,332.14285714285717,174.37107142857144,1123.3214285714287,29,29,3,11,10,1,,,,,,13775.455,,,,,,F,26,152
1,4,,1247,1,0,0,20.451071428571428,0.0,0.0,628.2882142857143,627.0635714285714,5,4,1012.8739285714286,1012.8739285714286,357.14285714285717,274.5525,375.92857142857144,26,26,1,4,19,1,1.0,,1.0,,,790.3917857142858,0.009642857142857144,,0.0,,,M,61,55
1,27,1.0,1399,1,1,1,27.233749999999997,5.142857142857143,11.178571428571429,1988.6453571428572,1632.6539285714284,14,4,1680.8153571428572,1461.6967857142859,57.142857142857146,136.56392857142856,931.2903571428571,58,21,3,27,8,1,,1.0,,1.0,1.0,0.0,,0.0,,301.11571428571426,5921.967857142858,M,24,151
1,10,,1111,1,0,1,0.8217857142857143,0.0,23.75,1423.4599999999998,1420.7310714285716,4,3,817.3735714285714,817.3735714285714,214.28571428571428,470.695,130.10714285714286,14,14,1,10,2,1,1.0,,,,,65.30785714285715,10105.829642857143,,,,,F,23,145
1,0,,1275,1,0,0,0.9698214285714286,0.0,0.0,0.009642857142857144,0.009642857142857144,1,1,2.531071428571429,2.531071428571429,0.0,0.0,0.0,2,2,0,0,0,1,,,,,,39.791785714285716,,,,,,F,66,84
1,0,,907,1,0,0,2.288392857142857,0.0,0.0,196.43178571428572,196.43178571428572,3,3,97.5,97.5,0.0,0.0,97.5,5,5,0,0,5,1,,,,,,778.5221428571429,,,,,,M,67,193
1,1,,1536,1,0,0,1.375714285714286,0.0,0.0,2011.0849999999998,1494.2214285714285,7,4,2824.1785714285716,2822.75,1946.4285714285713,17.035714285714285,460.35714285714283,25,23,7,1,11,1,,,,1.0,,1009.0710714285715,,,,2.357142857142857,,F,70,63
1,2,4.0,1059,1,0,0,1.3689285714285713,0.0,0.0,1234.1964285714287,876.2532142857143,6,3,925.3249999999999,925.3249999999999,328.57142857142856,94.21785714285714,502.5357142857143,14,14,3,2,9,1,1.0,4.0,,,,819.1517857142857,1816.0475000000001,210.35714285714286,,,,M,34,48
1,0,2.0,1492,1,0,0,0.8155357142857144,0.0,0.0,482.64464285714286,482.64464285714286,2,2,552.3214285714286,552.3214285714286,410.7142857142857,0.0,138.57142857142858,8,8,2,0,5,1,,2.0,,,,6.057857142857143,,9021.25107142857,,,,M,56,200
1,0,,757,1,0,0,9.93982142857143,0.0,0.0,1183.3957142857143,1183.3957142857143,5,5,1117.882142857143,1117.882142857143,535.7142857142857,0.0,363.89285714285717,7,7,2,0,2,1,,,,,,1202.2350000000001,,,,,,F,50,108
1,6,3.0,507,1,0,0,1.7980357142857142,0.0,0.0,1372.6646428571428,1370.8414285714284,7,3,1035.607142857143,1034.1785714285713,103.57142857142857,69.53571428571429,856.75,14,12,1,6,3,1,1.0,3.0,,1.0,,395.4264285714286,4474.939285714286,0.0,,0.7142857142857143,,M,49,150
1,0,2.0,36,1,0,0,0.2380357142857143,0.0,0.0,7155.630357142857,7142.885,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1.0,2.0,,,,60.99785714285714,1912.6325,3697.8375,,,,F,49,263
1,8,,1442,1,0,1,8.280714285714286,0.0,15.799999999999999,966.1914285714286,966.1914285714286,2,2,653.5335714285713,653.5335714285713,246.42857142857142,83.81928571428571,320.60714285714283,18,18,5,8,3,1,,,1.0,,,0.00035714285714285714,,,0.0,,,F,26,9
1,0,,132,1,0,0,1.4732142857142858,0.0,0.0,68.40142857142857,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1.0,,,,,79.41857142857143,1259.155,,,,,M,50,53
1,10,,1232,1,1,0,1.825357142857143,6.035714285714286,0.0,1209.542857142857,1209.542857142857,3,3,1338.365,1338.365,321.42857142857144,184.50785714285715,825.2857142857143,22,22,1,10,10,1,,,,,,18.089285714285715,,,,,,M,56,149
1,0,1.0,831,1,0,0,2.024642857142857,0.0,0.0,788.0039285714286,788.0039285714286,3,3,1018.8021428571428,1018.8021428571428,0.0,0.0,1016.5164285714285,6,6,0,0,5,1,,1.0,,,,1440.0525,,0.0,,,,M,47,111
1,28,3.0,1282,1,0,0,1.4230357142857142,0.0,0.0,18929.47535714286,18547.135000000002,11,5,13184.933928571429,12776.785714285714,0.0,402.7910714285714,0.0,35,4,0,28,0,1,,3.0,,1.0,,12164.779285714287,,1909.8492857142858,,-4.464285714285714,,M,23,68
1,0,,122,1,1,0,3.2930357142857143,2.857142857142857,0.0,857.1078571428571,857.1078571428571,3,3,862.4289285714285,862.4289285714285,0.0,0.0,861.7860714285714,5,5,0,0,4,1,,,,,,1392.7667857142858,,,,,,M,39,80
1,0,,127,1,1,1,19.354642857142856,0.07142857142857142,14.071428571428571,32.15,32.15,3,3,52.142857142857146,52.142857142857146,0.0,0.0,52.142857142857146,4,4,0,0,4,1,,,1.0,,,2893.112857142857,,,676.7528571428572,,,F,25,150
1,0,,644,1,1,0,9.13892857142857,4.286785714285714,0.0,0.265,0.0010714285714285715,2,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0,1,1.0,,,,,135.36357142857142,0.16999999999999998,,,,,M,56,20
1,0,,494,1,0,0,4.361785714285714,0.0,0.0,1584.6292857142857,1482.645,4,3,1490.6535714285715,1482.332142857143,564.2857142857143,0.0,515.0357142857143,19,17,3,0,9,1,,,,,1.0,715.6910714285714,,,,,3571.4285714285716,F,58,151
1,0,,935,1,0,0,2.3448214285714286,0.0,0.0,957.4142857142857,643.4035714285714,13,11,977.4142857142857,643.4035714285714,171.42857142857142,0.0,153.71428571428572,21,11,3,0,5,1,,,1.0,,,2430.9746428571425,,,0.0,,,F,46,49
1,26,,1473,1,0,0,4.929642857142857,0.0,0.0,1787.1275,939.1289285714286,14,5,3875.1378571428572,3794.5807142857143,357.14285714285717,444.59749999999997,2076.785714285714,48,38,1,26,11,1,1.0,,,1.0,1.0,29.024285714285714,14447.801428571429,,,653.91,1132.590357142857,M,54,34
1,1,18.0,1087,1,1,0,8.805892857142856,4.357142857142857,0.0,1430.577142857143,1428.5825,3,2,1508.7857142857142,80.21428571428571,0.0,80.21428571428571,0.0,2,1,0,1,0,1,1.0,18.0,,,,0.0,0.0,3687.2599999999998,,,,M,29,34
1,7,,1391,1,0,1,3.349285714285714,0.0,4.25,1002.9814285714285,1002.9814285714285,4,4,584.7878571428571,584.7878571428571,53.57142857142857,170.645,360.57142857142856,12,12,2,7,3,1,,,,,,2221.302857142857,,,,,,M,73,136
1,0,,529,1,1,0,0.9769642857142857,1.7867857142857144,0.0,547.9475,547.1978571428572,4,3,329.2857142857143,329.2857142857143,0.0,0.0,329.07142857142856,4,4,0,0,3,1,1.0,,,,,2014.4267857142856,36183.43357142857,,,,,F,33,61
1,11,2.0,557,1,0,1,0.3964285714285714,0.0,2.380714285714286,1101.9939285714286,910.4160714285715,15,13,1190.8760714285713,947.8539285714286,96.42857142857143,308.2610714285714,349.94357142857143,33,23,6,11,3,1,,2.0,1.0,,,2815.486785714286,,0.0,0.0,,,F,21,151
1,13,17.0,614,1,1,1,83.03803571428571,3.7510714285714286,4.248214285714286,8403.025357142857,8298.769285714287,16,9,9704.470714285713,9485.227499999999,357.14285714285717,341.82321428571424,5161.464285714285,46,33,1,13,24,1,2.0,17.0,1.0,1.0,,0.0,7143.0425000000005,0.0,0.0,0.0,,M,58,28
1,40,,1042,1,1,0,0.9167857142857143,14.5,0.0,1963.2210714285716,1681.1785714285713,35,30,2747.335714285714,2039.0874999999999,164.28571428571428,883.6878571428571,703.1428571428571,96,74,8,40,17,1,,,1.0,,,13648.459642857142,,,0.0,,,M,61,83
1,0,,437,1,0,0,54.330357142857146,0.0,0.0,1900.4896428571428,1900.4896428571428,12,12,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1,1,0,0,0,1,,,,,,3.4274999999999998,,,,,,F,45,58
1,0,,203,1,1,1,0.6416071428571428,16.945357142857144,5.714285714285714,503.57464285714286,503.57464285714286,2,2,556.3928571428571,556.3928571428571,553.5714285714286,0.0,0.0,11,11,6,0,0,1,,,,,,10.772857142857143,,,,,,F,57,181
1,3,,185,1,0,0,1.5453571428571429,0.0,0.0,620.8582142857142,620.8582142857142,3,3,435.8285714285715,435.8285714285715,0.0,73.47142857142856,358.9642857142857,9,9,0,3,5,1,,,,,,5733.328214285714,,,,,,M,24,95
1,13,,648,1,1,0,0.7751785714285714,8.214285714285714,0.0,2443.782857142857,1799.6996428571426,18,4,2560.1585714285716,1928.3075000000001,0.0,698.5185714285715,1271.0685714285714,36,15,0,13,9,1,1.0,,,1.0,,2164.632857142857,14.328214285714285,,,482.97499999999997,,F,7,152
1,12,,1,1,0,0,26.97267857142857,0.0,0.0,1678.9464285714287,1318.6982142857144,25,23,1891.3532142857143,1335.6196428571427,250.0,283.0892857142857,247.60714285714286,50,30,3,12,9,1,,,1.0,,,1333.8028571428572,,,0.0,,,F,51,7
1,0,,1158,1,0,0,1.65625,0.0,0.0,4396.207142857143,4272.805714285714,7,5,6316.8,4945.839999999999,1250.0,0.0,3468.272857142857,21,19,1,0,15,1,1.0,,1.0,,,7.142857142857143,3684.8639285714285,,0.0,,,F,33,0
1,6,4.0,643,1,0,1,32.04017857142857,0.0,15.293571428571429,806.5024999999999,806.5024999999999,2,2,790.1071428571429,790.1071428571429,357.14285714285717,132.46428571428572,296.42857142857144,21,21,6,6,4,1,,4.0,,,,2204.2185714285715,,181931.54714285716,,,,M,57,123
1,0,,604,1,0,0,3.0798214285714285,0.0,0.0,3232.9814285714283,3232.265,6,4,2387.4,2385.9714285714285,0.0,0.0,2132.8214285714284,13,11,0,0,8,1,,,,1.0,,5645.113928571429,,,,1044.1435714285715,,M,47,44
1,25,,1149,1,1,0,1.5114285714285713,2.0010714285714286,0.0,1085.5078571428571,952.4571428571428,15,13,1252.2621428571426,998.7342857142858,0.0,291.49785714285713,258.32142857142856,51,40,0,25,9,1,,,1.0,,,0.0,,,62.7025,,,M,54,172
1,0,1.0,915,1,0,0,3.490535714285714,0.0,0.0,558.9314285714286,558.9314285714286,2,2,664.5357142857143,664.5357142857143,178.57142857142858,0.0,485.10714285714283,10,10,1,0,8,1,,1.0,1.0,,,33.43214285714286,,13680.277142857143,175.59964285714287,,,M,59,180
1,0,,131,1,1,0,3.1389285714285715,4.642857142857143,0.0,23.214285714285715,23.214285714285715,1,1,24.321428571428573,24.321428571428573,0.0,0.0,22.142857142857142,3,3,0,0,2,1,,,,,,898.485,,,,,,M,47,92
1,0,,883,1,0,0,2.2319642857142856,0.0,0.0,354.6435714285714,354.6435714285714,4,4,341.8307142857143,341.8307142857143,257.14285714285717,0.0,82.18785714285715,7,7,2,0,4,1,,,,,,236.21785714285716,,,,,,F,34,67
1,0,19.0,87,1,0,0,3.875178571428571,0.0,0.0,0.00035714285714285714,0.00035714285714285714,1,1,3.392857142857143,3.392857142857143,0.0,0.0,0.0,1,1,0,0,0,1,,19.0,,,,826.4403571428572,,1035.577142857143,,,,M,45,58
1,8,45.0,1329,1,0,1,13.357142857142858,0.0,7.964285714285714,3261.152857142857,3261.152857142857,6,6,2479.685,2479.685,714.2857142857143,131.8642857142857,1628.7492857142859,32,32,3,8,20,1,,45.0,,,,715.9089285714286,,90062.94607142858,,,,F,16,149
1,0,2.0,445,1,0,0,1.368392857142857,0.0,0.0,0.15714285714285717,0.15714285714285717,1,1,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,1,1,0,0,0,1,,2.0,,,,2.563928571428572,,0.0,,,,M,21,15
1,0,3.0,148,1,0,0,4.234464285714286,0.0,0.0,6043.837857142857,6043.837857142857,6,6,2378.608928571429,2378.608928571429,0.0,0.0,2366.0375,23,23,0,0,21,1,,3.0,,,,132.09857142857143,,5560.714285714285,,,,M,45,42
1,0,5.0,448,1,1,1,1.7108928571428572,213.29285714285714,22.424642857142857,1534.4328571428573,1533.7721428571429,6,5,1372.6339285714287,1372.6339285714287,367.85714285714283,0.0,986.2767857142857,33,33,12,0,9,1,1.0,5.0,1.0,,,39.75107142857143,0.013571428571428571,2989.4539285714286,0.0,,,F,23,159
1,0,,955,1,0,1,13.056785714285713,0.0,5.702142857142857,250.0007142857143,250.0007142857143,2,2,246.52857142857144,246.52857142857144,0.0,0.0,129.64285714285714,6,6,0,0,3,1,,,,,,3131.2239285714286,,,,,,F,19,62
1,0,,178,1,0,0,1.5814285714285714,0.0,0.0,9.494285714285713,0.06535714285714286,2,1,1414.7142857142858,1414.7142857142858,0.0,0.0,1414.7142857142858,4,4,0,0,4,1,1.0,,,,,86.61035714285715,0.11035714285714285,,,,,M,20,46
1,23,,1412,1,0,0,6.795535714285714,0.0,0.0,2288.5075,1855.9489285714285,11,5,1559.5935714285715,691.0121428571429,0.0,863.2242857142857,273.2285714285714,35,9,0,23,7,1,,,,1.0,,5.257142857142857,,,,536.6857142857143,,M,40,149
