client,cc_predicted_probability,cc_predicted_revenue,cc_expected_revenue,cl_predicted_probability,cl_predicted_revenue,cl_expected_revenue,mf_predicted_probability,mf_predicted_revenue,mf_expected_revenue
168,0.28254947,4.4889526,0.0,0.7006301,10.9378,0.0,0.3944519,3.5603037,0.0
454,0.55966705,5.1939206,0.0,0.53146046,10.764551,0.0,0.41719446,3.5868893,0.0
232,0.49778044,3.923743,0.0,0.509267,10.656487,0.0,0.46505138,2.9886925,0.0
1136,0.68076044,4.8344483,0.0,0.3624196,11.169801,0.0,0.31999254,2.0891864,0.0
216,0.24905045,3.9666712,0.0,0.21915115,10.283234,0.0,0.46071255,3.2387562,0.0
1614,0.55970204,4.6254115,0.0,0.5636786,11.223294,0.0,0.39998123,2.3321123,0.0
1551,0.32968995,3.117397,0.0,0.53937596,10.760735,0.0,0.40075964,2.7620354,0.0
1086,0.12700045,4.6825733,0.0,0.22154619,10.774445,0.0,0.40559626,3.107607,0.0
909,0.22829899,3.9132233,0.0,0.62295383,11.223294,0.0,0.37189344,2.247322,0.0
331,0.3937745,5.459612,0.0,0.583721,10.771606,0.0,0.6018193,3.7353277,0.0
586,0.5267653,3.9336627,0.0,0.3916995,10.4036,0.0,0.51675856,3.168188,0.0
228,0.6066893,4.470501,0.0,0.32460275,10.341004,0.0,0.42841372,5.4049735,0.0
74,0.5933589,4.48602,0.0,0.27793285,10.922907,0.0,0.44955748,3.9462738,0.0
1356,0.21074113,3.5932739,0.0,0.6147083,10.947489,0.0,0.50724757,2.540455,0.0
1201,0.38100976,4.355304,0.0,0.14830726,11.22716,0.0,0.4977378,3.0209951,0.0
817,0.34768653,4.6243033,0.0,0.4987324,11.220452,0.0,0.6191418,3.2017133,0.0
1444,0.4009401,4.893548,0.0,0.3139498,11.226101,0.0,0.4975227,2.7882187,0.0
1389,0.24856143,4.989478,0.0,0.37842202,11.069267,0.0,0.53280306,2.8503137,0.0
957,0.31004146,4.2562175,0.0,0.41864926,10.718548,0.0,0.31999254,3.9114287,0.0
383,0.541303,4.2001815,0.0,0.41482493,10.743036,0.0,0.5257995,2.2132535,0.0
1475,0.34879944,4.2262726,0.0,0.22756507,10.718826,0.0,0.41001898,4.814842,0.0
104,0.8402098,4.3479896,3.6532233,0.6086788,11.219141,0.0,0.35861006,2.5621254,0.0
1228,0.23513082,4.379381,0.0,0.56277084,11.016849,0.0,0.5492696,3.586416,0.0
1465,0.42625284,4.612508,0.0,0.58732724,11.159873,0.0,0.47610348,3.03975,0.0
214,0.3151841,5.056708,0.0,0.5032278,10.904216,0.0,0.46505138,4.4425764,0.0
1449,0.39977956,3.5924,0.0,0.5599102,10.285494,0.0,0.31999254,4.1332774,0.0
11,0.21833302,4.7683253,0.0,0.4226601,10.918418,0.0,0.37709928,3.178087,0.0
126,0.097662434,3.5962312,0.0,0.8190597,10.672322,8.741269,0.42721668,2.6319509,0.0
1227,0.7072366,4.782372,0.0,0.56181437,10.288014,0.0,0.40192616,2.4026823,0.0
456,0.6447127,4.482895,0.0,0.49205208,11.137706,0.0,0.6060963,3.4806104,0.0
816,0.5183976,4.3754816,0.0,0.47154108,11.088716,0.0,0.4173099,3.368309,0.0
1183,0.28167516,4.0924773,0.0,0.47182935,11.18478,0.0,0.63342255,2.1555624,0.0
329,0.28636986,4.089396,0.0,0.7417146,10.559654,7.8322496,0.3944519,2.9940178,0.0
665,0.2321381,5.037576,0.0,0.6673573,10.454374,0.0,0.62984705,2.5959287,0.0
100,0.5404386,3.7812123,0.0,0.5614021,10.327488,0.0,0.5553158,2.85548,0.0
169,0.22363038,4.4604588,0.0,0.31485367,10.906125,0.0,0.31871787,4.694461,0.0
1365,0.6592848,4.7320623,0.0,0.6822209,11.211893,0.0,0.50724757,2.343285,0.0
752,0.091130964,4.887698,0.0,0.33463383,11.088398,0.0,0.32854697,2.4577074,0.0
94,0.3276926,4.124188,0.0,0.62359947,11.225075,0.0,0.37249994,2.2972283,0.0
1443,0.5323056,4.9275584,0.0,0.70224816,10.771606,0.0,0.6018193,2.7553308,0.0
1326,0.48795205,4.094734,0.0,0.5607639,10.339444,0.0,0.32854697,3.7896397,0.0
105,0.48154035,4.3565297,0.0,0.49630412,10.301983,0.0,0.32854697,3.4117277,0.0
1288,0.2930967,3.765942,0.0,0.31158125,10.638709,0.0,0.32854697,3.974632,0.0
530,0.2050297,4.492256,0.0,0.44557127,10.272111,0.0,0.51675856,3.2060246,0.0
535,0.85574865,4.6718364,3.9979177,0.6492471,10.716596,0.0,0.5579686,3.073347,0.0
1422,0.6453978,3.8837929,0.0,0.5123966,11.1241255,0.0,0.51675856,3.2387562,0.0
972,0.53181577,4.136568,0.0,0.3054445,11.169599,0.0,0.37846765,1.6948464,0.0
1474,0.46415117,3.8630788,0.0,0.6517656,10.570512,0.0,0.3944519,3.5603037,0.0
1174,0.17698416,4.5261292,0.0,0.42710784,11.057951,0.0,0.50174594,3.1017034,0.0
949,0.14861292,3.9700642,0.0,0.60757315,10.273462,0.0,0.51025945,3.6156213,0.0
539,0.2518314,4.8490715,0.0,0.5778321,11.228112,0.0,0.37249994,3.4649913,0.0
587,0.9165556,3.8640735,3.5416381,0.4002694,11.166649,0.0,0.5310273,2.8729768,0.0
1407,0.22879991,3.9600704,0.0,0.22289221,10.840643,0.0,0.3717352,1.0715061,0.0
668,0.7785111,4.151104,3.2316806,0.6414015,10.281443,0.0,0.58313286,2.33336,0.0
945,0.17658304,3.9409525,0.0,0.5103003,10.718409,0.0,0.41861168,2.569354,0.0
258,0.16615589,4.3136725,0.0,0.55452013,10.285494,0.0,0.45100906,3.015527,0.0
409,0.4511192,4.364853,0.0,0.48695737,11.220942,0.0,0.44447327,2.327003,0.0
929,0.32717273,3.7390907,0.0,0.432971,10.296674,0.0,0.46071255,3.2060246,0.0
474,0.16260664,4.9538627,0.0,0.5656586,10.888752,0.0,0.37189344,3.6139698,0.0
488,0.44868177,5.071579,0.0,0.55140334,10.833373,0.0,0.32854697,2.929121,0.0
847,0.2628561,4.9538627,0.0,0.5014982,10.530124,0.0,0.3944519,3.2060246,0.0
233,0.47278413,3.9997597,0.0,0.5149192,10.415393,0.0,0.42721668,3.2387562,0.0
791,0.20866977,4.3143935,0.0,0.55951434,10.691437,0.0,0.5770052,3.7170777,0.0
540,0.5260211,4.235834,0.0,0.47033462,10.646252,0.0,0.48267168,2.5764668,0.0
246,0.24041693,4.6437545,0.0,0.27691057,10.308211,0.0,0.50142336,3.0849805,0.0
1200,0.45444748,4.0050015,0.0,0.31167454,10.918758,0.0,0.42841372,4.2400675,0.0
625,0.4497726,5.071245,0.0,0.23659542,10.853991,0.0,0.46071255,3.0843,0.0
1064,0.61498153,3.9842048,0.0,0.4468016,10.329081,0.0,0.37443376,3.3339324,0.0
396,0.36314878,4.0702624,0.0,0.43245062,11.097088,0.0,0.3487185,2.6053247,0.0
523,0.4665504,3.236165,0.0,0.26842615,10.96035,0.0,0.4864351,2.062943,0.0
1218,0.15326853,4.455141,0.0,0.38411516,11.060528,0.0,0.511393,3.046278,0.0
97,0.4178002,4.420957,0.0,0.35280395,10.409269,0.0,0.43667096,2.7948883,0.0
1271,0.4114927,4.485607,0.0,0.2571647,11.209236,0.0,0.5181998,2.665752,0.0
286,0.2705751,3.602766,0.0,0.5014068,10.325244,0.0,0.3944519,3.2060246,0.0
780,0.50574034,4.231849,0.0,0.70290565,10.346065,0.0,0.3863933,2.2350838,0.0
871,0.31746006,5.0419493,0.0,0.62024903,10.326216,0.0,0.53109586,3.1702025,0.0
641,0.11707169,4.3982425,0.0,0.5132278,10.293126,0.0,0.40750793,1.3564309,0.0
260,0.48005494,4.5251465,0.0,0.3708725,10.745429,0.0,0.32854697,1.7115571,0.0
39,0.46313554,4.802651,0.0,0.55739933,10.771986,0.0,0.61809385,3.5629382,0.0
369,0.46373817,4.6448817,0.0,0.18024772,10.993859,0.0,0.41001898,3.6819315,0.0
309,0.4420758,5.228758,0.0,0.33667502,10.860203,0.0,0.46071255,3.2387562,0.0
517,0.33653128,3.9023576,0.0,0.457254,10.58261,0.0,0.49523866,3.3644245,0.0
1455,0.665877,4.9799476,0.0,0.6870361,10.321529,0.0,0.6650143,2.718124,0.0
1609,0.4712995,5.0432467,0.0,0.34103137,10.454448,0.0,0.49986306,2.4049363,0.0
1120,0.567091,5.1565375,0.0,0.40511096,10.919749,0.0,0.48913464,1.6827931,0.0
1080,0.50226426,4.8123965,0.0,0.29009268,10.714466,0.0,0.48267168,3.2060246,0.0
392,0.053521506,4.0616374,0.0,0.35441408,10.346872,0.0,0.47257537,2.903697,0.0
1138,0.49993992,3.63089,0.0,0.29562694,10.941964,0.0,0.47716618,2.4536726,0.0
567,0.22307596,4.882607,0.0,0.36557811,10.934737,0.0,0.58211225,4.0181355,0.0
326,0.5204192,4.4363384,0.0,0.53400457,10.871616,0.0,0.51675856,3.3226228,0.0
357,0.24843633,4.021375,0.0,0.38819608,10.325244,0.0,0.3944519,3.2841191,0.0
30,0.14710823,4.900673,0.0,0.51266974,10.273462,0.0,0.6251884,3.3676846,0.0
1525,0.4993595,5.025149,0.0,0.21821128,11.174227,0.0,0.5579686,2.6319509,0.0
797,0.7858567,4.781961,3.7579362,0.6939276,10.285494,0.0,0.7022007,4.6038265,0.0
1493,0.30024207,3.5691645,0.0,0.67900026,10.288014,0.0,0.59165263,3.705478,0.0
98,0.5822287,4.309479,0.0,0.37735617,11.086372,0.0,0.46880105,1.6351892,0.0
699,0.24304137,3.8759706,0.0,0.75207937,10.808771,8.129054,0.5690172,2.2994313,0.0
543,0.45497245,4.2728434,0.0,0.439244,10.351912,0.0,0.57337976,3.2060246,0.0
1578,0.33011895,5.459357,0.0,0.56671125,10.329798,0.0,0.5600139,3.1834776,0.0
362,0.22768886,3.7374346,0.0,0.3193403,11.157757,0.0,0.6383416,4.7129564,0.0
263,0.7076464,3.8823059,0.0,0.4201234,11.156773,0.0,0.45238638,1.2450387,0.0
1324,0.5366556,4.1499386,0.0,0.40712154,11.2092905,0.0,0.4975227,3.1221461,0.0
227,0.57576466,4.781961,0.0,0.37879366,10.714466,0.0,0.58945906,3.2060246,0.0
1357,0.44269451,4.9718194,0.0,0.5118736,11.177651,0.0,0.48869988,3.168188,0.0
1147,0.40979102,4.3280525,0.0,0.6434688,11.209576,0.0,0.379606,2.8534129,0.0
55,0.32455543,5.223617,0.0,0.37624648,10.6162,0.0,0.50568676,2.5783086,0.0
1319,0.13366717,5.094084,0.0,0.4808333,11.018117,0.0,0.37189344,2.1412203,0.0
531,0.4210984,4.786377,0.0,0.63201344,10.296674,0.0,0.46096855,2.2505944,0.0
1097,0.4311432,4.5804276,0.0,0.5497708,11.226438,0.0,0.42841372,2.4014263,0.0
59,0.34315827,3.9359992,0.0,0.49473023,10.661725,0.0,0.44981056,3.3451197,0.0
769,0.8668588,4.3895626,3.805131,0.40645576,10.27668,0.0,0.4850096,3.271916,0.0
1594,0.5072972,5.016064,0.0,0.5381619,10.286037,0.0,0.3863933,3.8605652,0.0
1314,0.20874973,4.7432556,0.0,0.48816478,11.228112,0.0,0.43949962,2.6283298,0.0
1586,0.37530458,4.614822,0.0,0.6015701,10.300934,0.0,0.386465,2.1110456,0.0
786,0.3375887,4.003756,0.0,0.6006545,10.640599,0.0,0.47176573,3.3528786,0.0
419,0.36336198,3.9336627,0.0,0.3888482,10.64982,0.0,0.42721668,3.4596863,0.0
467,0.53477937,4.5825253,0.0,0.44983086,10.85193,0.0,0.46071255,2.95701,0.0
651,0.6530017,5.097619,0.0,0.4855863,10.989446,0.0,0.48869988,2.8729768,0.0
1520,0.47309124,4.9866104,0.0,0.465341,10.724769,0.0,0.47610348,3.2841191,0.0
933,0.32339197,3.386008,0.0,0.4638984,10.686143,0.0,0.6223357,3.3657253,0.0
99,0.5041431,4.4760065,0.0,0.3741148,11.179522,0.0,0.6060963,3.2274349,0.0
967,0.4078151,5.058542,0.0,0.7185567,10.369229,7.450879,0.4926315,2.7247257,0.0
473,0.3705277,4.1327853,0.0,0.12584995,10.723993,0.0,0.4977378,4.2387705,0.0
352,0.891497,4.3863664,3.9104326,0.548366,11.227086,0.0,0.40559626,3.361725,0.0
916,0.38100463,5.0019054,0.0,0.38088036,11.211563,0.0,0.6086139,2.1095088,0.0
652,0.43342564,4.635848,0.0,0.30448645,11.228112,0.0,0.32854697,2.057617,0.0
471,0.33723044,4.5218387,0.0,0.27320057,11.226101,0.0,0.3910553,2.3200758,0.0
199,0.17731205,5.5130897,0.0,0.33152136,10.307343,0.0,0.6383416,4.4029317,0.0
423,0.5902801,4.8363853,0.0,0.42761707,10.513847,0.0,0.47716618,3.149351,0.0
1297,0.52817154,4.906591,0.0,0.6474712,10.942037,0.0,0.43077236,3.2958903,0.0
1004,0.5000664,4.9303293,0.0,0.5152709,10.685443,0.0,0.46071255,3.2473514,0.0
12,0.3114523,5.0168924,0.0,0.7163002,11.225075,8.040524,0.57685626,2.3900058,0.0
1252,0.36448407,5.037576,0.0,0.5073112,10.523133,0.0,0.4975227,3.3596747,0.0
785,0.37076065,4.660655,0.0,0.7443682,10.949412,8.150394,0.5492918,4.0938187,0.0
1566,0.08381375,4.6799126,0.0,0.4186227,10.752488,0.0,0.39716208,3.092338,0.0
1234,0.4776486,4.82109,0.0,0.4617434,10.907061,0.0,0.47716618,3.168188,0.0
829,0.3993669,3.9770908,0.0,0.38126972,10.363039,0.0,0.31999254,3.526355,0.0
1304,0.3950915,4.074336,0.0,0.1446291,11.207486,0.0,0.42537606,2.8770654,0.0
432,0.32953772,4.148209,0.0,0.6114718,10.662815,0.0,0.56220275,3.184592,0.0
1310,0.22399731,3.705177,0.0,0.4103045,10.64509,0.0,0.4899589,2.6319509,0.0
760,0.8423208,4.6442833,3.9119763,0.44159344,10.617319,0.0,0.55828905,2.6798563,0.0
708,0.67479163,4.0266395,0.0,0.4528594,10.875541,0.0,0.47160438,1.6827931,0.0
1148,0.3229433,4.7086177,0.0,0.32876202,10.791356,0.0,0.51716906,3.1906183,0.0
1173,0.13007829,4.1356964,0.0,0.43713078,10.734216,0.0,0.510184,2.3898003,0.0
1150,0.5877666,4.1426244,0.0,0.48204872,10.634089,0.0,0.49986306,3.2841191,0.0
1098,0.27452046,5.0029993,0.0,0.2725509,10.9506,0.0,0.44492897,3.946382,0.0
1414,0.6585484,4.300771,0.0,0.49209052,11.040781,0.0,0.46071255,3.0663428,0.0
1096,0.31626984,3.5542457,0.0,0.6939187,11.059539,0.0,0.5375562,3.2264166,0.0
728,0.56202716,4.700526,0.0,0.60778856,10.898253,0.0,0.41633505,3.1221461,0.0
151,0.75104946,3.488959,2.6203809,0.48213235,11.156606,0.0,0.40203837,2.571963,0.0
1054,0.11202823,4.5492144,0.0,0.47963655,11.226438,0.0,0.5602229,2.9393415,0.0
201,0.17818436,4.460872,0.0,0.26366615,10.918418,0.0,0.40037274,2.9690957,0.0
851,0.83825463,3.690188,3.093317,0.4442299,10.771606,0.0,0.62893105,3.7910507,0.0
626,0.4201747,4.474083,0.0,0.497953,10.546494,0.0,0.32854697,2.6176317,0.0
206,0.57978684,4.3347864,0.0,0.4876127,10.714466,0.0,0.46071255,3.2623,0.0
1424,0.72759104,4.8046756,3.4958389,0.59547627,10.272111,0.0,0.60888815,3.271916,0.0
1516,0.090318166,4.391822,0.0,0.75343376,10.307343,7.7658997,0.6650143,2.6641889,0.0
217,0.42065224,4.891137,0.0,0.79199266,10.535218,8.343816,0.3944519,2.7247257,0.0
1405,0.3333849,3.7287123,0.0,0.4261256,11.037625,0.0,0.386465,1.6351892,0.0
176,0.28698385,4.0764437,0.0,0.38648772,11.219784,0.0,0.46611136,1.2791251,0.0
577,0.2747137,3.9739163,0.0,0.2017329,10.287435,0.0,0.46071255,3.149351,0.0
1146,0.1781622,4.2743034,0.0,0.4830429,10.718409,0.0,0.427601,2.569354,0.0
659,0.27986404,4.6059523,0.0,0.6463314,11.113463,0.0,0.379606,2.195679,0.0
862,0.5518501,5.398422,0.0,0.58887684,11.214574,0.0,0.475766,3.7667663,0.0
1321,0.6498817,4.725157,0.0,0.681578,10.646252,0.0,0.4975227,2.3898003,0.0
1540,0.2467067,3.9739163,0.0,0.20309676,10.881439,0.0,0.45238638,1.1695067,0.0
1133,0.46687144,5.821224,0.0,0.40540862,10.769704,0.0,0.47160438,3.8792493,0.0
1074,0.33313784,4.411855,0.0,0.55786484,10.372923,0.0,0.3944519,3.074527,0.0
338,0.46332774,4.9059,0.0,0.7786465,11.183543,8.708027,0.38878226,3.1127613,0.0
3,0.21640211,5.4527287,0.0,0.5995723,10.492502,0.0,0.40917295,3.7150202,0.0
1010,0.4310459,5.317187,0.0,0.13943434,11.145159,0.0,0.40203837,3.9963453,0.0
243,0.8133504,4.194888,3.4119139,0.50687736,10.561764,0.0,0.65824383,2.4017222,0.0
844,0.3549647,4.837411,0.0,0.52173233,10.947461,0.0,0.40820372,1.5898582,0.0
1112,0.4883465,4.971692,0.0,0.3102112,10.6577215,0.0,0.41001898,3.2841191,0.0
931,0.464028,3.6520898,0.0,0.21087204,11.226101,0.0,0.4864351,2.204574,0.0
1248,0.48734075,4.5772357,0.0,0.47859475,10.306277,0.0,0.36456522,2.117165,0.0
1460,0.57302094,5.0617266,0.0,0.27885357,11.154604,0.0,0.44955748,3.271916,0.0
664,0.47477335,5.279347,0.0,0.29889014,11.221128,0.0,0.44955748,2.8729768,0.0
1507,0.35604268,4.0100646,0.0,0.19504602,10.845579,0.0,0.41633505,3.0629494,0.0
1047,0.8603383,4.612508,3.968317,0.49815515,10.875237,0.0,0.48267168,2.1555624,0.0
594,0.4163977,4.606501,0.0,0.501126,11.205886,0.0,0.42721668,2.867283,0.0
276,0.567481,4.756339,0.0,0.53995335,10.602152,0.0,0.57337976,1.7851028,0.0
368,0.29122403,4.313563,0.0,0.4802749,10.27668,0.0,0.46071255,3.2060246,0.0
1441,0.6700688,3.8764942,0.0,0.38403004,10.524546,0.0,0.47610348,4.4629717,0.0
1176,0.20937133,4.1398225,0.0,0.4005634,10.481671,0.0,0.3944519,3.2352943,0.0
936,0.27852365,5.0195637,0.0,0.40851027,10.325244,0.0,0.3944519,3.2387562,0.0
1262,0.64141953,4.293012,0.0,0.54345876,11.190301,0.0,0.46505138,2.5989683,0.0
738,0.61782765,4.66251,0.0,0.53475934,10.966316,0.0,0.48267168,3.0779274,0.0
766,0.36807525,4.6197286,0.0,0.29087716,10.7204485,0.0,0.642688,3.5603037,0.0
283,0.34684595,4.091076,0.0,0.3208699,10.351912,0.0,0.40075964,1.6827931,0.0
986,0.25677413,4.231849,0.0,0.62442714,10.467063,0.0,0.3944519,3.2264166,0.0
430,0.5812695,4.770501,0.0,0.4114858,10.89087,0.0,0.47716618,3.168188,0.0
1194,0.28418633,3.9359992,0.0,0.513306,10.848276,0.0,0.53158075,3.0843,0.0
1077,0.5831469,3.6790595,0.0,0.4147253,10.509316,0.0,0.7140526,3.1987414,2.2840698
974,0.27391854,4.8342385,0.0,0.19974345,10.793568,0.0,0.46071255,2.821404,0.0
1366,0.38923877,4.716281,0.0,0.49135464,11.216763,0.0,0.4357723,2.4665415,0.0
1102,0.33229563,5.071579,0.0,0.3736488,10.98037,0.0,0.32854697,3.2823105,0.0
902,0.4018235,4.119914,0.0,0.41186428,11.030184,0.0,0.4864351,2.1529605,0.0
818,0.17787588,4.3281026,0.0,0.5674736,10.39594,0.0,0.3548859,3.2901473,0.0
1504,0.65484494,4.781961,0.0,0.30684805,10.962762,0.0,0.48267168,3.2387562,0.0
1051,0.28993073,3.8372076,0.0,0.44998085,10.341004,0.0,0.52489513,2.0071368,0.0
1049,0.5688887,4.506267,0.0,0.44253236,10.272111,0.0,0.48267168,3.0957456,0.0
1313,0.5735423,4.925618,0.0,0.39016056,11.157558,0.0,0.40037274,2.8729768,0.0
336,0.32754964,4.42365,0.0,0.425346,11.209431,0.0,0.33163467,2.9143934,0.0
820,0.3674308,3.7288837,0.0,0.17896791,10.926924,0.0,0.46071255,2.0849943,0.0
484,0.3959355,5.3330245,0.0,0.20104729,10.41182,0.0,0.46048504,3.3689933,0.0
5,0.07826771,3.951504,0.0,0.5223658,10.325278,0.0,0.51025945,2.4395094,0.0
51,0.31604323,3.9049146,0.0,0.30793402,10.27668,0.0,0.46071255,3.2060246,0.0
1562,0.44298702,4.82109,0.0,0.4522592,10.326045,0.0,0.4504558,1.7859725,0.0
854,0.21272923,4.544753,0.0,0.39820418,10.844858,0.0,0.5299898,1.9461424,0.0
1354,0.79124105,5.4685707,4.3269577,0.5392719,10.541985,0.0,0.40075964,1.7201762,0.0
562,0.27079758,5.2292213,0.0,0.84114593,10.61704,8.93048,0.3890966,3.049274,0.0
41,0.1685821,4.891683,0.0,0.84158796,10.341004,8.702865,0.3945132,2.1255457,0.0
541,0.6713994,3.8949504,0.0,0.5163577,10.296674,0.0,0.46071255,3.2060246,0.0
1134,0.18255748,3.8507788,0.0,0.36673743,11.163548,0.0,0.5353285,3.2420273,0.0
301,0.418861,3.9628983,0.0,0.42663482,11.16886,0.0,0.48267168,3.0843,0.0
